ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _wpcom_is_markdown","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global"
,simple,Poster04077,"Biały jeleń || White Deer || Weisser Hirsch",1,0,visible,"Biały jeleń","Stasys Eidrigevicius plakat teatralny: Biały jeleń druk oryginalny z 1993 roku. || White Deer (Biały jeleń) theatre poster designed by Stasys Eidrigevicius original print from 1993. || Weisser Hirsch (Biały jeleń) Theaterplakat von Stasys Eidrigevicius aus dem Jahr 1993.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,38.0000,THEATER,,,https://polishpostershop.entsolve1.pl/import_media/stasys-poster04077.jpg,,,,,,,,,0,1,"Poster Designer","Stasys Eidrigevicius",1,1,"Year of Release",1993,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,,,,,,,,,,,,,,,,,,,,
,simple,Poster04078,"Obywatel Pekosiewicz || Citizen Pekosiewicz || Burger Pekosiewicz",1,0,visible,"Obywatel Pekosiewicz","Stasys Eidrigevicius plakat teatralny: Obywatel Pekosiewicz druk oryginalny z 1989 roku. || Citizen Pekosiewicz (Obywatel Pekosiewicz) theatre poster designed by Stasys Eidrigevicius original print from 1989. || Burger Pekosiewicz (Obywatel Pekosiewicz) Theaterplakat von Stasys Eidrigevicius aus dem Jahr 1989.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,32.0000,THEATER,,,https://polishpostershop.entsolve1.pl/import_media/stasys-poster04078.jpg,,,,,,,,,0,1,"Poster Designer","Stasys Eidrigevicius",1,1,"Year of Release",1989,1,1,"Poster Size","ca. 67x85 cm",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,,,,,,,,,,,,,,,,,,,,
,simple,Poster04079,"Satyrykon 1989",1,0,visible,"Satyrykon 1989","Stasys Eidrigevicius plakat do wystawy pod tytułem Satyrykon 1989 druk oryginalny z 1989 roku. || Satyrykon 1989 (Satyrykon 1989) exhibition poster designed by Stasys Eidrigevicius original print from 1989. || Satyrykon 1989 (Satyrykon 1989) Ausstellungsplakat von Stasys Eidrigevicius aus dem Jahr 1989.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,36.0000,EXHIBITION,,,https://polishpostershop.entsolve1.pl/import_media/stasys-poster04079.jpg,,,,,,,,,0,1,"Poster Designer","Stasys Eidrigevicius",1,1,"Year of Release",1989,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,,,,,,,,,,,,,,,,,,,,
,simple,Poster00237,"Cudowny kwiat Irina Povolotskaya || Scarlet Flower Irina Povolotskaya || Feuerrote Blum Irina Povolotskaya",1,0,visible,"Cudowny kwiat Irina Povolotskaya","Maria Ekier plakat filmowy: Cudowny kwiat Irina Povolotskaya druk oryginalny z 1978 roku. || Scarlet Flower Irina Povolotskaya (Cudowny kwiat Irina Povolotskaya) film poster designed by Maria Ekier original print from 1978. || Feuerrote Blum Irina Povolotskaya (Cudowny kwiat Irina Povolotskaya) Filmplakat von Maria Ekier aus dem Jahr 1978.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,30.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster00237.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1978,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Alenkiy tsvetochek",1,1,"Film directed by","Irina Povolotskaya",1,1,Starring,"Marina Ilyichyova, Lev Durov, Alla Demidova, Aleksei Chernov",1,1,Countries,USSR,1,1,"Film also known as","Alenkiy tsvetochek, Scarlet Flower, Feuerrote Blum, Cudowny kwiat",1,0
,simple,Poster00239,"Dziewczyna i grand Viktor Sadovsky || Girl and Grand Viktor Sadovsky || Devushka i Grand Viktor Sadovsky",1,0,visible,"Dziewczyna i grand Viktor Sadovsky","Maria Ekier plakat filmowy: Dziewczyna i grand Viktor Sadovsky druk oryginalny z 1982 roku. || Girl and Grand Viktor Sadovsky (Dziewczyna i grand Viktor Sadovsky) film poster designed by Maria Ekier original print from 1982. || Devushka i Grand Viktor Sadovsky (Dziewczyna i grand Viktor Sadovsky) Filmplakat von Maria Ekier aus dem Jahr 1982.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,25.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster00239.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1982,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Devushka i Grand",1,1,"Film directed by","Viktor Sadovsky",1,1,Starring,"Marina Dyuzheva, Aristarkh Livanov, Viktor Yevgrafov, Oleg Zhakov",1,1,Countries,USSR,1,1,"Film also known as","Devushka i Grand, Girl and Grand, Devushka i Grand, Dziewczyna i grand",1,0
,simple,Poster00240,"Szklane paciorki Igor Nikolayev || Glass beads Igor Nikolayev",1,0,visible,"Szklane paciorki Igor Nikolayev","Maria Ekier plakat filmowy: Szklane paciorki Igor Nikolayev druk oryginalny z 1979 roku. || Glass beads Igor Nikolayev (Szklane paciorki Igor Nikolayev) film poster designed by Maria Ekier original print from 1979. || Szklane paciorki Igor Nikolayev (Szklane paciorki Igor Nikolayev) Filmplakat von Maria Ekier aus dem Jahr 1979.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,30.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster00240.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1979,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Stieklannyje busy",1,1,"Film directed by","Igor Nikolayev",1,1,Starring,"Lyusya Graves, Bakyt Arstanbekov, Laimonas Noreika",1,1,Countries,USSR,1,1,"Film also known as","Stieklannyje busy, Glass beads, Szklane paciorki, Szklane paciorki, Стеклянные бусы",1,0
,simple,Poster02963,"Jak poeci traca złudzenia Dusan Klein || How Poets Are Losing Their Illusions Dusan Klein || Wie Poeten ihre Illusion verlieren Dusan Klein",1,0,visible,"Jak poeci traca złudzenia Dusan Klein","Maria Ekier plakat filmowy: Jak poeci traca złudzenia Dusan Klein druk oryginalny z 1986 roku. || How Poets Are Losing Their Illusions Dusan Klein (Jak poeci traca złudzenia Dusan Klein) film poster designed by Maria Ekier original print from 1986. || Wie Poeten ihre Illusion verlieren Dusan Klein (Jak poeci traca złudzenia Dusan Klein) Filmplakat von Maria Ekier aus dem Jahr 1986.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,38.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster02963.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1986,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Jak basnÍci prichazejÍ o iluze",1,1,"Film directed by","Du an Klein",1,1,Starring,"Eva JenÍckova, Ondrej Vetchy, Adriana Tarabkova, Vaclav Svoboda, Zdenek Sverak, Leos SucharÍpa, Josef Somr",1,1,Countries,"Costa Rica",1,1,"Film also known as","Jak basnÍci prichazejÍ o iluze, How Poets Are Losing Their Illusions, Wie Poeten ihre Illusion verlieren, Jak poeci traca złudzenia",1,0
,simple,Poster02964,"Stan wyjątkowy Ludmil Stajkow || Amendment to the Defense-of-State Act Ludmil Stajkow || Attentat in der Kathedrale Ludmil Stajkow",1,0,visible,"Stan wyjątkowy Ludmil Stajkow","Maria Ekier plakat filmowy: Stan wyjątkowy Ludmil Stajkow druk oryginalny z 1978 roku. || Amendment to the Defense-of-State Act Ludmil Stajkow (Stan wyjątkowy Ludmil Stajkow) film poster designed by Maria Ekier original print from 1978. || Attentat in der Kathedrale Ludmil Stajkow (Stan wyjątkowy Ludmil Stajkow) Filmplakat von Maria Ekier aus dem Jahr 1978.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,22.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster02964.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1978,1,1,"Poster Size","ca. A1 = 58x82 cm = 23x33 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Dopalnenie kam zakona za zashtita na darzhavata",1,1,"Film directed by","Ludmil Stajkow",1,1,Starring,"Stefan Getsov, Georgi Georgiev-Getz, Georgi Cherkelov, Ivan Kondov, Andrey Chaprazov, Stoycho Mazgalov, Violeta Doneva, Stefan Danailov",1,1,Countries,Bulgaria,1,1,"Film also known as","Dopalnenie kam zakona za zashtita na darzhavata, Amendment to the Defense-of-State Act, Attentat in der Kathedrale, Stan wyjątkowy",1,0
,simple,Poster02965,"Wielka nocna kąpiel Binka Zhelyazkova || Big Night Bathe Binka Zhelyazkova || Golyamoto noshtno kapane Binka Zhelyazkova",1,0,visible,"Wielka nocna kąpiel Binka Zhelyazkova","Maria Ekier plakat filmowy: Wielka nocna kąpiel Binka Zhelyazkova druk oryginalny z 1981 roku. || Big Night Bathe Binka Zhelyazkova (Wielka nocna kąpiel Binka Zhelyazkova) film poster designed by Maria Ekier original print from 1981. || Golyamoto noshtno kapane Binka Zhelyazkova (Wielka nocna kąpiel Binka Zhelyazkova) Filmplakat von Maria Ekier aus dem Jahr 1981.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,36.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster02965.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1981,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Golyamoto noshtno kapane",1,1,"Film directed by","Binka Zhelyazkova",1,1,Starring,"Yanina Kasheva, Malgorzata Braunek, Tanya Shahova, Lyuben Chatalov, Nikolai Sotirov, Ilia Karaivanov",1,1,Countries,Bulgaria,1,1,"Film also known as","Golyamoto noshtno kapane, Big Night Bathe, Golyamoto noshtno kapane, Wielka nocna kąpiel",1,0
,simple,Poster02966,"Wszystkiego najlepszego Marilyn Rezso Szoreny || Happy Birthday, Marilyn! Rezso Szoreny",1,0,visible,"Wszystkiego najlepszego Marilyn Rezso Szoreny","Maria Ekier plakat filmowy: Wszystkiego najlepszego Marilyn Rezso Szoreny druk oryginalny z 1981 roku. || Happy Birthday, Marilyn! Rezso Szoreny (Wszystkiego najlepszego Marilyn Rezso Szoreny) film poster designed by Maria Ekier original print from 1981. || Happy Birthday, Marilyn! Rezso Szoreny (Wszystkiego najlepszego Marilyn Rezso Szoreny) Filmplakat von Maria Ekier aus dem Jahr 1981.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,34.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/ekier-poster02966.jpg,,,,,,,,,0,1,"Poster Designer","Maria Ekier",1,1,"Year of Release",1981,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Boldog születesnapot, Marilyn!",1,1,"Film directed by","Rezso Szoreny",1,1,Starring,"CecÍlia Esztergalyos, Lajos Balazsovits, Andras Balint, Erika Bodnar, Peter Balazs",1,1,Countries,Hungary,1,1,"Film also known as","Boldog születesnapot, Marilyn!, Happy Birthday, Marilyn!, Happy Birthday, Marilyn!, Wszystkiego najlepszego Marilyn",1,0
,simple,Poster00248,"Bezkresne łąki Wojciech Solarz || Endless Meadows Wojciech Solarz || Endlose Wiesen Wojciech Solarz",1,0,visible,"Bezkresne łąki Wojciech Solarz","Jakub Erol plakat filmowy: Bezkresne łąki Wojciech Solarz druk oryginalny z 1078 roku. || Endless Meadows Wojciech Solarz (Bezkresne łąki Wojciech Solarz) film poster designed by Jakub Erol original print from 1078. || Endlose Wiesen Wojciech Solarz (Bezkresne łąki Wojciech Solarz) Filmplakat von Jakub Erol aus dem Jahr 1078.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,30.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00248.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1078,1,1,"Poster Size","ca. A1 = 58x82 cm = 23x33 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Bezkresne łąki",1,1,"Film directed by","Wojciech Solarz",1,1,Starring,"Leon Niemczyk, Henryk Talar, Anna Ciepielewska, Krzysztof Gosztyła, Joanna Szczepkowska, Krzysztof Janczar",1,1,Countries,Poland,1,1,"Film also known as","Bezkresne łąki, Endless Meadows, Endlose Wiesen, Bezkresne łąki",1,0
,simple,Poster00251,"Bliskie spotkania z wesołym diabłem Jerzy Łukaszewicz || Close Encounters with the Jolly Devil Jerzy Łukaszewicz || Begegnung mit dem lustigen Teufel Jerzy Łukaszewicz",1,0,visible,"Bliskie spotkania z wesołym diabłem Jerzy Łukaszewicz","Jakub Erol plakat filmowy: Bliskie spotkania z wesołym diabłem Jerzy Łukaszewicz druk oryginalny z 1989 roku. || Close Encounters with the Jolly Devil Jerzy Łukaszewicz (Bliskie spotkania z wesołym diabłem Jerzy Łukaszewicz) film poster designed by Jakub Erol original print from 1989. || Begegnung mit dem lustigen Teufel Jerzy Łukaszewicz (Bliskie spotkania z wesołym diabłem Jerzy Łukaszewicz) Filmplakat von Jakub Erol aus dem Jahr 1989.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,24.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00251.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1989,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Bliskie spotkania z wesołym diabłem",1,1,"Film directed by","Jerzy Łukaszewicz",1,1,Starring,"Jerzy Łukaszewicz<br />Starring: Rafał Synówka, Jacek Chmielnik, Franciszek Ćwirko, Ryszarda Hanin, Leon Niemczyk",1,1,Countries,Poland,1,1,"Film also known as","Bliskie spotkania z wesołym diabłem, Close Encounters with the Jolly Devil, Begegnung mit dem lustigen Teufel, Bliskie spotkania z wesołym diabłem",1,0
,simple,Poster00252,"Bobby Deerfield Sydney Pollack",1,0,visible,"Bobby Deerfield Sydney Pollack","Jakub Erol plakat filmowy: Bobby Deerfield Sydney Pollack druk oryginalny z 1979 roku. || Bobby Deerfield Sydney Pollack (Bobby Deerfield Sydney Pollack) film poster designed by Jakub Erol original print from 1979. || Bobby Deerfield Sydney Pollack (Bobby Deerfield Sydney Pollack) Filmplakat von Jakub Erol aus dem Jahr 1979.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,50.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00252.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1979,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Bobby Deerfield",1,1,"Film directed by","Sydney Pollack",1,1,Starring,"Al Pacino, Anny Duperey, Marthe Keller",1,1,Countries,USA,1,1,"Film also known as","Bobby Deerfield, Bobby Deerfield, Bobby Deerfield, Bobby Deerfield, Heaven Has No Favorites, Der Himmel kennt keine Günstlinge, Heaven Has No Favorites, Боби Диърфийлд, Um Momento, Uma Vida, Un instante, una vida, Taivas ei tunne suosikkeja, Bobby Deerfield, Bobby Deerfield - Mia stigmi... mia zoi, Un attimo una vita, Um Momento, Uma Vida, Älskade, dröj hos mig",1,0
,simple,Poster00259,"Człowiek klanu Sydney Pollack || Klansman Sydney Pollack || Verflucht sind sie Alle Sydney Pollack",1,0,visible,"Człowiek klanu Sydney Pollack","Jakub Erol plakat filmowy: Człowiek klanu Sydney Pollack druk oryginalny z 1978 roku. || Klansman Sydney Pollack (Człowiek klanu Sydney Pollack) film poster designed by Jakub Erol original print from 1978. || Verflucht sind sie Alle Sydney Pollack (Człowiek klanu Sydney Pollack) Filmplakat von Jakub Erol aus dem Jahr 1978.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,40.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00259.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1978,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","The Klansman",1,1,"Film directed by","Terence Young",1,1,Starring,"Lee Marvin, Richard Burton, Cameron Mitchell, O.J. Simpson, Luciana Paluzzi",1,1,Countries,USA,1,1,"Film also known as","The Klansman, Klansman, Verflucht sind sie Alle, Człowiek klanu, The Burning Cross, The Burning Cross, Verflaucht sind sie alle, Бяла кръв, O Homem da Klã, Os homens Violentos do Klã, Det flammende kors, El hombre del clan, Verinen joukko, L'homme du clan, Flegomenoi stavroi, Gennithikan katharmata, Lángoló kereszt, L'uomo del clan, Justicieros del mal, Tierra ensangrentada, O Homem do Klan, Djävulsmännen, Devler Çarpisiyor, The Klansman, Atoka, Verflucht sind sie alle",1,0
,simple,Poster00272,"Gdzie woda czysta i trawa zielona Bohdan Poręba || Where the Water Is Pure and the Grass Is Green Bohdan Poręba || Wo das Wasser klar und das Gras noch grün ist Bohdan Poręba",1,0,visible,"Gdzie woda czysta i trawa zielona Bohdan Poręba","Jakub Erol plakat filmowy: Gdzie woda czysta i trawa zielona Bohdan Poręba druk oryginalny z 1977 roku. || Where the Water Is Pure and the Grass Is Green Bohdan Poręba (Gdzie woda czysta i trawa zielona Bohdan Poręba) film poster designed by Jakub Erol original print from 1977. || Wo das Wasser klar und das Gras noch grün ist Bohdan Poręba (Gdzie woda czysta i trawa zielona Bohdan Poręba) Filmplakat von Jakub Erol aus dem Jahr 1977.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,24.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00272.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1977,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Gdzie woda czysta i trawa zielona",1,1,"Film directed by","Bohdan Poreba",1,1,Starring,"Aleksander Braszka, Stefan Szmidt, Stefan Śródka, Stanisław Niwiński, Małgorzata Potocka, Zygmunt Malawski",1,1,Countries,Poland,1,1,"Film also known as","Gdzie woda czysta i trawa zielona, Where the Water Is Pure and the Grass Is Green, Wo das Wasser klar und das Gras noch grün ist, Gdzie woda czysta i trawa zielona",1,0
,simple,Poster00273,"Gehenna Michał Waszyński || Anguish, Gehenna Michał Waszyński",1,0,visible,"Gehenna Michał Waszyński","Jakub Erol plakat filmowy: Gehenna Michał Waszyński druk oryginalny z 1077 roku. || Anguish, Gehenna Michał Waszyński (Gehenna Michał Waszyński) film poster designed by Jakub Erol original print from 1077. || Gehenna Michał Waszyński (Gehenna Michał Waszyński) Filmplakat von Jakub Erol aus dem Jahr 1077.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,28.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00273.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1077,1,1,"Poster Size","ca. A1 = 58x82 cm = 23x33 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title",Gehenna,1,1,"Film directed by","Michał Waszyński",1,1,Starring,"Witold Zacharewicz, Józef Orwid, Antoni Fertner, Bogusław Samborski, Lidia Wysocka",1,1,Countries,Poland,1,1,"Film also known as","Gehenna, Anguish, Gehenna, Gehenna, Gehenna, Through Hell",1,0
,simple,Poster00276,"Imię Róży Jean-Jacques Annaud || Name of the Rose Jean-Jacques Annaud || Name der Rose Jean-Jacques Annaud",1,0,visible,"Imię Róży Jean-Jacques Annaud","Jakub Erol plakat filmowy: Imię Róży Jean-Jacques Annaud druk oryginalny z 1987 roku. || Name of the Rose Jean-Jacques Annaud (Imię Róży Jean-Jacques Annaud) film poster designed by Jakub Erol original print from 1987. || Name der Rose Jean-Jacques Annaud (Imię Róży Jean-Jacques Annaud) Filmplakat von Jakub Erol aus dem Jahr 1987.",,,taxable,,0,0,1,0,0,,,,,1,"Shipping: 24h",,45.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00276.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1987,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Der Name der Rose",1,1,"Film directed by","Jean-Jacques Annaud",1,1,Starring,"Sean Connery, Christian Slater, Helmut Qualtinger, Michael Lonsdale, Volker Prechtel, Ron Perlman, Feodor Chaliapin Jr.",1,1,Countries,France,1,1,"Film also known as","Der Name der Rose, Name of the Rose, Name der Rose, Imię Róży",1,0
,simple,Poster00281,"Kaczor Howard Willard Huyck || Howard the Duck Willard Huyck || Howard - ein tierischer Held Willard Huyck",1,0,visible,"Kaczor Howard Willard Huyck","Jakub Erol plakat filmowy: Kaczor Howard Willard Huyck druk oryginalny z 1987 roku. || Howard the Duck Willard Huyck (Kaczor Howard Willard Huyck) film poster designed by Jakub Erol original print from 1987. || Howard - ein tierischer Held Willard Huyck (Kaczor Howard Willard Huyck) Filmplakat von Jakub Erol aus dem Jahr 1987.",,,taxable,,1,2,1,0,0,,,,,1,"Shipping: 24h",,90.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00281.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1987,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Howard the Duck",1,1,"Film directed by","Willard Huyck",1,1,Starring,"Lea Thompson, Jeffrey Jones, Tim Robbins, Ed Gale, Chip Zien",1,1,Countries,USA,1,1,"Film also known as","Howard the Duck, Howard the Duck, Howard - ein tierischer Held, Kaczor Howard, A New Breed of Hero",1,0
,simple,Poster00286,"Komedianci z wczorajszej ulicy Janusz Kidawa || Pretenders from Yesterday's Street Janusz Kidawa",1,0,visible,"Komedianci z wczorajszej ulicy Janusz Kidawa","Jakub Erol plakat filmowy: Komedianci z wczorajszej ulicy Janusz Kidawa druk oryginalny z 1986 roku. || Pretenders from Yesterday's Street Janusz Kidawa (Komedianci z wczorajszej ulicy Janusz Kidawa) film poster designed by Jakub Erol original print from 1986. || Pretenders from Yesterday's Street Janusz Kidawa (Komedianci z wczorajszej ulicy Janusz Kidawa) Filmplakat von Jakub Erol aus dem Jahr 1986.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,24.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00286.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1986,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","Komedianci z wczorajszej ulicy",1,1,"Film directed by","Janusz Kidawa",1,1,Starring,"Czesław Magnowski, Henryk Stanek, Andrzej Skupiński, Tadeusz Drozda, Ignacy Gogolewski, Janusz Kłosiński, Jan Skrzek",1,1,Countries,Poland,1,1,"Film also known as","Komedianci z wczorajszej ulicy, Pretenders from Yesterday's Street, Pretenders from Yesterday's Street, Komedianci z wczorajszej ulicy",1,0
,simple,Poster00288,"Kopalnie króla Salomona J. Lee Thompson || King Solomon's Mines J. Lee Thompson || Quatermain Auf der Suche nach dem Schatz der Könige J. Lee Thompson",1,0,visible,"Kopalnie króla Salomona J. Lee Thompson","Jakub Erol plakat filmowy: Kopalnie króla Salomona J. Lee Thompson druk oryginalny z 1987 roku. || King Solomon's Mines J. Lee Thompson (Kopalnie króla Salomona J. Lee Thompson) film poster designed by Jakub Erol original print from 1987. || Quatermain Auf der Suche nach dem Schatz der Könige J. Lee Thompson (Kopalnie króla Salomona J. Lee Thompson) Filmplakat von Jakub Erol aus dem Jahr 1987.",,,taxable,,1,100,1,0,0,,,,,1,"Shipping: 24h",,35.0000,FILM,,,https://polishpostershop.entsolve1.pl/import_media/erol-poster00288.jpg,,,,,,,,,0,1,"Poster Designer","Jakub Erol",1,1,"Year of Release",1987,1,1,"Poster Size","ca. B1 = 68x97 cm = 27x38 in",1,1,Edition,original,1,1,"Print Technique",offset,1,1,"Poster Condition",mint,1,1,"Original film title","King Solomon's Mines",1,1,"Film directed by","J. Lee Thompson",1,1,Starring,"Richard Chamberlain, Sharon Stone, Herbert Lom, John Rhys-Davies",1,1,Countries,USA,1,1,"Film also known as","King Solomon's Mines, King Solomon's Mines, Quatermain Auf der Suche nach dem Schatz der Könige, Kopalnie króla Salomona",1,0
